,"SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE"
6447,"2SPX,C,12 18 2026,04828 740,1116.889,173,04/01/2024"
6448,"2SPX,P,12 18 2026,04828 740,272.8404,173,04/01/2024"
6449,"2SPX,C,12 18 2026,04829 120,1116.634,170,04/01/2024"
6450,"2SPX,P,12 18 2026,04829 120,272.9237,170,04/01/2024"
6451,"2SPX,C,12 18 2026,04830 330,1115.825,1326,04/01/2024"
6452,"2SPX,P,12 18 2026,04830 330,273.189,1326,04/01/2024"
6453,"2SPX,C,12 18 2026,04835 780,1112.179,46,04/01/2024"
6454,"2SPX,P,12 18 2026,04835 780,274.3861,46,04/01/2024"
6455,"2SPX,C,12 18 2026,04840 590,1108.965,81,04/01/2024"
6456,"2SPX,P,12 18 2026,04840 590,275.446,81,04/01/2024"
6457,"2SPX,C,12 18 2026,04846 230,1105.201,114,04/01/2024"
6458,"2SPX,P,12 18 2026,04846 230,276.6929,114,04/01/2024"
6459,"2SPX,C,12 18 2026,04861 300,1095.164,223,04/01/2024"
6460,"2SPX,P,12 18 2026,04861 300,280.0459,223,04/01/2024"
6461,"2SPX,C,12 18 2026,04862 030,1094.678,229,04/01/2024"
6462,"2SPX,P,12 18 2026,04862 030,280.209,229,04/01/2024"
6463,"2SPX,C,12 18 2026,04862 750,1094.199,35,04/01/2024"
6464,"2SPX,P,12 18 2026,04862 750,280.37,35,04/01/2024"
6465,"2SPX,C,12 18 2026,04864 190,1093.242,76,04/01/2024"
6466,"2SPX,P,12 18 2026,04864 190,280.6924,76,04/01/2024"
6467,"2SPX,C,12 18 2026,04865 400,1092.438,84,04/01/2024"
6468,"2SPX,P,12 18 2026,04865 400,280.9634,84,04/01/2024"
6469,"2SPX,C,12 18 2026,04867 860,1090.804,230,04/01/2024"
6470,"2SPX,P,12 18 2026,04867 860,281.5152,230,04/01/2024"
6471,"2SPX,C,12 18 2026,04875 950,1085.436,230,04/01/2024"
6472,"2SPX,P,12 18 2026,04875 950,283.3354,230,04/01/2024"
6473,"2SPX,C,12 18 2026,04877 700,1084.276,80,04/01/2024"
6474,"2SPX,P,12 18 2026,04877 700,283.7302,80,04/01/2024"
6475,"2SPX,C,12 18 2026,04877 920,1084.13,342,04/01/2024"
6476,"2SPX,P,12 18 2026,04877 920,283.7799,342,04/01/2024"
6477,"2SPX,C,12 18 2026,04881 530,1081.738,460,04/01/2024"
6478,"2SPX,P,12 18 2026,04881 530,284.596,460,04/01/2024"
6479,"2SPX,C,12 18 2026,04882 730,1080.944,150,04/01/2024"
6480,"2SPX,P,12 18 2026,04882 730,284.8678,150,04/01/2024"
6481,"2SPX,C,12 18 2026,04892 250,1074.647,57,04/01/2024"
6482,"2SPX,P,12 18 2026,04892 250,287.0303,57,04/01/2024"
6483,"2SPX,C,12 18 2026,04892 280,1074.628,34,04/01/2024"
6484,"2SPX,P,12 18 2026,04892 280,287.0371,34,04/01/2024"
6485,"2SPX,C,12 18 2026,04892 930,1074.198,115,04/01/2024"
6486,"2SPX,P,12 18 2026,04892 930,287.1852,115,04/01/2024"
6487,"2SPX,C,12 18 2026,04895 280,1072.646,228,04/01/2024"
6488,"2SPX,P,12 18 2026,04895 280,287.7211,228,04/01/2024"
6489,"2SPX,C,12 18 2026,04895 720,1072.356,341,04/01/2024"
6490,"2SPX,P,12 18 2026,04895 720,287.8216,341,04/01/2024"
6491,"2SPX,C,12 18 2026,04897 580,1071.128,23,04/01/2024"
6492,"2SPX,P,12 18 2026,04897 580,288.2465,23,04/01/2024"
6493,"2SPX,C,12 18 2026,04899 300,1069.993,171,04/01/2024"
6494,"2SPX,P,12 18 2026,04899 300,288.6398,171,04/01/2024"
6495,"2SPX,C,12 18 2026,04900 010,1069.525,160,04/01/2024"
6496,"2SPX,C,12 18 2026,04905 170,1066.127,104,04/01/2024"
6497,"2SPX,P,12 18 2026,04905 170,289.9902,104,04/01/2024"
6498,"2SPX,C,12 18 2026,04906 070,1065.535,66,04/01/2024"
6499,"2SPX,P,12 18 2026,04906 070,290.1977,66,04/01/2024"
6500,"2SPX,C,12 18 2026,04908 910,1063.668,75,04/01/2024"
6501,"2SPX,P,12 18 2026,04908 910,290.8536,75,04/01/2024"
6502,"2SPX,C,12 18 2026,04916 040,1058.984,92,04/01/2024"
6503,"2SPX,P,12 18 2026,04916 040,292.505,92,04/01/2024"
6504,"2SPX,C,12 18 2026,04916 910,1058.413,138,04/01/2024"
6505,"2SPX,P,12 18 2026,04916 910,292.7069,138,04/01/2024"
6506,"2SPX,C,12 18 2026,04918 520,1057.356,343,04/01/2024"
6507,"2SPX,P,12 18 2026,04918 520,293.081,343,04/01/2024"
6508,"2SPX,C,12 18 2026,04918 630,1057.284,114,04/01/2024"
6509,"2SPX,P,12 18 2026,04918 630,293.1065,114,04/01/2024"
6510,"2SPX,C,12 18 2026,04921 520,1055.389,252,04/01/2024"
6511,"2SPX,P,12 18 2026,04921 520,293.7791,252,04/01/2024"
6512,"2SPX,C,12 18 2026,04927 700,1051.339,228,04/01/2024"
6513,"2SPX,P,12 18 2026,04927 700,295.2211,228,04/01/2024"
6514,"2SPX,C,12 18 2026,04937 320,1045.047,227,04/01/2024"
6515,"2SPX,P,12 18 2026,04937 320,297.4767,227,04/01/2024"
6516,"2SPX,C,12 18 2026,04938 760,1044.106,568,04/01/2024"
6517,"2SPX,P,12 18 2026,04938 760,297.8153,568,04/01/2024"
6518,"2SPX,C,12 18 2026,04939 730,1043.473,68,04/01/2024"
6519,"2SPX,P,12 18 2026,04939 730,298.0438,68,04/01/2024"
6520,"2SPX,C,12 18 2026,04949 780,1036.917,340,04/01/2024"
6521,"2SPX,P,12 18 2026,04949 780,300.4177,340,04/01/2024"
6522,"2SPX,C,12 18 2026,04949 890,1036.845,109,04/01/2024"
6523,"2SPX,P,12 18 2026,04949 890,300.4438,109,04/01/2024"
6524,"2SPX,C,12 18 2026,04950 330,1036.559,68,04/01/2024"
6525,"2SPX,P,12 18 2026,04950 330,300.5481,68,04/01/2024"
6526,"2SPX,C,12 18 2026,04958 950,1030.948,86,04/01/2024"
6527,"2SPX,P,12 18 2026,04958 950,302.5966,86,04/01/2024"
6528,"2SPX,C,12 18 2026,04960 700,1029.81,114,04/01/2024"
6529,"2SPX,P,12 18 2026,04960 700,303.0137,114,04/01/2024"
6530,"2SPX,C,12 18 2026,04965 330,1026.802,169,04/01/2024"
6531,"2SPX,P,12 18 2026,04965 330,304.1197,169,04/01/2024"
6532,"2SPX,C,12 18 2026,04968 930,1024.465,226,04/01/2024"
6533,"2SPX,P,12 18 2026,04968 930,304.9817,226,04/01/2024"
6534,"2SPX,C,12 18 2026,04975 020,1020.517,169,04/01/2024"
6535,"2SPX,P,12 18 2026,04975 020,306.4442,169,04/01/2024"
6536,"2SPX,C,12 18 2026,04975 280,1020.348,226,04/01/2024"
6537,"2SPX,P,12 18 2026,04975 280,306.5067,226,04/01/2024"
6538,"2SPX,C,12 18 2026,04976 750,1019.396,56,04/01/2024"
6539,"2SPX,P,12 18 2026,04976 750,306.8607,56,04/01/2024"
6540,"2SPX,C,12 18 2026,04988 560,1011.757,279,04/01/2024"
6541,"2SPX,P,12 18 2026,04988 560,309.7153,279,04/01/2024"
6542,"2SPX,C,12 18 2026,04990 470,1010.524,225,04/01/2024"
6543,"2SPX,P,12 18 2026,04990 470,310.1789,225,04/01/2024"
6544,"2SPX,C,12 18 2026,04994 660,1007.819,112,04/01/2024"
6545,"2SPX,P,12 18 2026,04994 660,311.1978,112,04/01/2024"
6546,"2SPX,C,12 18 2026,04994 780,1007.742,337,04/01/2024"
6547,"2SPX,P,12 18 2026,04994 780,311.227,337,04/01/2024"
6548,"2SPX,C,12 18 2026,04995 140,1007.51,112,04/01/2024"
6549,"2SPX,P,12 18 2026,04995 140,311.3147,112,04/01/2024"
6550,"2SPX,C,12 18 2026,04995 660,1007.174,450,04/01/2024"
6551,"2SPX,P,12 18 2026,04995 660,311.4414,450,04/01/2024"
6552,"2SPX,C,12 18 2026,05000 010,1004.37,275,04/01/2024"
6553,"2SPX,P,12 18 2026,05000 010,312.5021,375,04/01/2024"
6554,"2SPX,C,12 18 2026,05001 540,1003.384,112,04/01/2024"
6555,"2SPX,P,12 18 2026,05001 540,312.8753,112,04/01/2024"
6556,"2SPX,C,12 18 2026,05002 160,1002.984,222,04/01/2024"
6557,"2SPX,P,12 18 2026,05002 160,313.0267,222,04/01/2024"
6558,"2SPX,C,12 18 2026,05009 120,998.5011,393,04/01/2024"
6559,"2SPX,P,12 18 2026,05009 120,314.7274,393,04/01/2024"
6560,"2SPX,C,12 18 2026,05009 140,998.4883,224,04/01/2024"
6561,"2SPX,P,12 18 2026,05009 140,314.7323,224,04/01/2024"
6562,"2SPX,C,12 18 2026,05010 600,997.5487,67,04/01/2024"
6563,"2SPX,P,12 18 2026,05010 600,315.09,67,04/01/2024"
6564,"2SPX,C,12 18 2026,05010 630,997.5294,45,04/01/2024"
6565,"2SPX,P,12 18 2026,05010 630,315.0974,45,04/01/2024"
6566,"2SPX,C,12 18 2026,05013 480,995.6963,443,04/01/2024"
6567,"2SPX,P,12 18 2026,05013 480,315.7966,443,04/01/2024"
6568,"2SPX,C,12 18 2026,05013 500,995.6835,244,04/01/2024"
6569,"2SPX,P,12 18 2026,05013 500,315.8015,244,04/01/2024"
6570,"2SPX,C,12 18 2026,05014 600,994.9762,664,04/01/2024"
6571,"2SPX,P,12 18 2026,05014 600,316.0716,664,04/01/2024"
6572,"2SPX,C,12 18 2026,05014 780,994.8605,33,04/01/2024"
6573,"2SPX,P,12 18 2026,05014 780,316.1159,33,04/01/2024"
6574,"2SPX,C,12 18 2026,05014 830,994.8283,344,04/01/2024"
6575,"2SPX,P,12 18 2026,05014 830,316.1281,344,04/01/2024"
6576,"2SPX,C,12 18 2026,05015 450,994.4298,134,04/01/2024"
6577,"2SPX,P,12 18 2026,05015 450,316.2805,134,04/01/2024"
6578,"2SPX,C,12 18 2026,05015 740,994.2434,77,04/01/2024"
6579,"2SPX,P,12 18 2026,05015 740,316.3518,77,04/01/2024"
6580,"2SPX,C,12 18 2026,05015 780,994.2177,221,04/01/2024"
6581,"2SPX,P,12 18 2026,05015 780,316.3616,221,04/01/2024"
6582,"2SPX,C,12 18 2026,05015 850,994.1727,56,04/01/2024"
6583,"2SPX,P,12 18 2026,05015 850,316.3788,56,04/01/2024"
6584,"2SPX,C,12 18 2026,05015 910,994.1341,222,04/01/2024"
6585,"2SPX,P,12 18 2026,05015 910,316.3936,222,04/01/2024"
6586,"2SPX,C,12 18 2026,05016 530,993.7358,167,04/01/2024"
6587,"2SPX,P,12 18 2026,05016 530,316.5461,167,04/01/2024"
6588,"2SPX,C,12 18 2026,05016 640,993.6651,66,04/01/2024"
6589,"2SPX,P,12 18 2026,05016 640,316.5732,66,04/01/2024"
6590,"2SPX,C,12 18 2026,05017 260,993.2668,222,04/01/2024"
6591,"2SPX,P,12 18 2026,05017 260,316.7258,222,04/01/2024"
6592,"2SPX,C,12 18 2026,05017 370,993.1962,111,04/01/2024"
6593,"2SPX,P,12 18 2026,05017 370,316.7529,111,04/01/2024"
6594,"2SPX,C,12 18 2026,05017 940,992.8301,440,04/01/2024"
6595,"2SPX,P,12 18 2026,05017 940,316.8933,440,04/01/2024"
6596,"2SPX,C,12 18 2026,05021 430,990.5891,66,04/01/2024"
6597,"2SPX,P,12 18 2026,05021 430,317.7533,66,04/01/2024"
6598,"2SPX,C,12 18 2026,05021 980,990.236,156,04/01/2024"
6599,"2SPX,P,12 18 2026,05021 980,317.8889,156,04/01/2024"
6600,"2SPX,C,12 18 2026,05022 020,990.2104,328,04/01/2024"
6601,"2SPX,P,12 18 2026,05022 020,317.8988,328,04/01/2024"
6602,"2SPX,C,12 18 2026,05023 190,989.4597,201,04/01/2024"
6603,"2SPX,P,12 18 2026,05023 190,318.1877,201,04/01/2024"
6604,"2SPX,C,12 18 2026,05026 100,987.5934,77,04/01/2024"
6605,"2SPX,P,12 18 2026,05026 100,318.9071,77,04/01/2024"
6606,"2SPX,C,12 18 2026,05031 430,984.1782,327,04/01/2024"
6607,"2SPX,P,12 18 2026,05031 430,320.2278,327,04/01/2024"
6608,"2SPX,C,12 18 2026,05034 790,982.0276,267,04/01/2024"
6609,"2SPX,P,12 18 2026,05034 790,321.0627,267,04/01/2024"
6610,"2SPX,C,12 18 2026,05037 130,980.5307,330,04/01/2024"
6611,"2SPX,P,12 18 2026,05037 130,321.645,330,04/01/2024"
6612,"2SPX,C,12 18 2026,05039 490,979.0219,56,04/01/2024"
6613,"2SPX,P,12 18 2026,05039 490,322.2332,56,04/01/2024"
6614,"2SPX,C,12 18 2026,05043 720,976.3197,219,04/01/2024"
6615,"2SPX,P,12 18 2026,05043 720,323.2895,219,04/01/2024"
6616,"2SPX,C,12 18 2026,05045 180,975.3876,222,04/01/2024"
6617,"2SPX,P,12 18 2026,05045 180,323.6547,222,04/01/2024"
6618,"2SPX,C,12 18 2026,05048 260,973.4224,66,04/01/2024"
6619,"2SPX,P,12 18 2026,05048 260,324.4261,66,04/01/2024"
6620,"2SPX,C,12 18 2026,05050 370,972.0769,438,04/01/2024"
6621,"2SPX,P,12 18 2026,05050 370,324.9555,438,04/01/2024"
6622,"2SPX,C,12 18 2026,05064 160,963.2999,111,04/01/2024"
6623,"2SPX,P,12 18 2026,05064 160,328.4315,111,04/01/2024"
6624,"2SPX,C,12 18 2026,05074 140,956.9657,220,04/01/2024"
6625,"2SPX,P,12 18 2026,05074 140,330.965,220,04/01/2024"
6626,"2SPX,C,12 18 2026,05082 770,951.5005,220,04/01/2024"
6627,"2SPX,P,12 18 2026,05082 770,333.1679,220,04/01/2024"
6628,"2SPX,C,12 18 2026,05082 960,951.3803,220,04/01/2024"
6629,"2SPX,P,12 18 2026,05082 960,333.2165,220,04/01/2024"
6630,"2SPX,C,12 18 2026,05084 040,950.6973,330,04/01/2024"
6631,"2SPX,P,12 18 2026,05084 040,333.4931,330,04/01/2024"
6632,"2SPX,C,12 18 2026,05094 510,944.084,65,04/01/2024"
6633,"2SPX,P,12 18 2026,05094 510,336.1829,65,04/01/2024"
6634,"2SPX,C,12 18 2026,05096 340,942.9299,110,04/01/2024"
6635,"2SPX,P,12 18 2026,05096 340,336.6548,110,04/01/2024"
6636,"2SPX,C,12 18 2026,05117 990,929.3088,86,04/01/2024"
6637,"2SPX,P,12 18 2026,05117 990,342.2706,86,04/01/2024"
6638,"2SPX,C,12 18 2026,05120 830,927.5272,213,04/01/2024"
6639,"2SPX,P,12 18 2026,05120 830,343.0125,213,04/01/2024"
6640,"2SPX,C,12 18 2026,05133 960,919.3068,74,04/01/2024"
6641,"2SPX,P,12 18 2026,05133 960,346.4586,74,04/01/2024"
6642,"2SPX,C,12 18 2026,05135 280,918.4818,64,04/01/2024"
6643,"2SPX,P,12 18 2026,05135 280,346.8065,64,04/01/2024"
6644,"2SPX,C,12 18 2026,05146 700,911.3561,219,04/01/2024"
6645,"2SPX,P,12 18 2026,05146 700,349.8279,219,04/01/2024"
6646,"2SPX,C,12 18 2026,05147 530,910.8389,265,04/01/2024"
6647,"2SPX,P,12 18 2026,05147 530,350.0482,265,04/01/2024"
6648,"2SPX,C,12 18 2026,05150 600,908.9272,218,04/01/2024"
6649,"2SPX,P,12 18 2026,05150 600,350.8644,218,04/01/2024"
6650,"2SPX,C,12 18 2026,05153 710,906.9921,218,04/01/2024"
6651,"2SPX,P,12 18 2026,05153 710,351.6926,218,04/01/2024"
6652,"2SPX,C,12 18 2026,05155 760,905.7173,109,04/01/2024"
6653,"2SPX,P,12 18 2026,05155 760,352.2393,109,04/01/2024"
6654,"2SPX,C,12 18 2026,05156 160,905.4686,423,04/01/2024"
6655,"2SPX,P,12 18 2026,05156 160,352.346,423,04/01/2024"
6656,"2SPX,C,12 18 2026,05157 220,904.8098,169,04/01/2024"
6657,"2SPX,P,12 18 2026,05157 220,352.6291,169,04/01/2024"
6658,"2SPX,C,12 18 2026,05158 630,903.9338,211,04/01/2024"
6659,"2SPX,P,12 18 2026,05158 630,353.006,211,04/01/2024"
6660,"2SPX,C,12 18 2026,05166 080,899.3101,423,04/01/2024"
6661,"2SPX,P,12 18 2026,05166 080,355.0019,423,04/01/2024"
6662,"2SPX,C,12 18 2026,05167 020,898.7272,211,04/01/2024"
6663,"2SPX,P,12 18 2026,05167 020,355.2542,211,04/01/2024"
6664,"2SPX,C,12 18 2026,05168 030,898.1012,443,04/01/2024"
6665,"2SPX,P,12 18 2026,05168 030,355.5256,443,04/01/2024"
6666,"2SPX,C,12 18 2026,05169 200,897.3762,317,04/01/2024"
6667,"2SPX,P,12 18 2026,05169 200,355.8402,317,04/01/2024"
6668,"2SPX,C,12 18 2026,05170 570,896.5276,317,04/01/2024"
6669,"2SPX,P,12 18 2026,05170 570,356.2089,317,04/01/2024"
6670,"2SPX,C,12 18 2026,05172 680,895.2212,63,04/01/2024"
6671,"2SPX,P,12 18 2026,05172 680,356.7773,63,04/01/2024"
6672,"2SPX,C,12 18 2026,05183 850,888.3167,210,04/01/2024"
6673,"2SPX,P,12 18 2026,05183 850,359.7978,210,04/01/2024"
6674,"2SPX,C,12 18 2026,05189 220,885.0044,210,04/01/2024"
6675,"2SPX,P,12 18 2026,05189 220,361.257,210,04/01/2024"
6676,"2SPX,C,12 18 2026,05189 380,884.9057,52,04/01/2024"
6677,"2SPX,P,12 18 2026,05189 380,361.3005,52,04/01/2024"
6678,"2SPX,C,12 18 2026,05190 390,884.2832,210,04/01/2024"
6679,"2SPX,P,12 18 2026,05190 390,361.5755,210,04/01/2024"
6680,"2SPX,C,12 18 2026,05191 650,883.507,106,04/01/2024"
6681,"2SPX,P,12 18 2026,05191 650,361.9188,106,04/01/2024"
6682,"2SPX,C,12 18 2026,05195 360,881.2227,126,04/01/2024"
6683,"2SPX,P,12 18 2026,05195 360,362.931,126,04/01/2024"
6684,"2SPX,C,12 18 2026,05204 510,875.5985,313,04/01/2024"
6685,"2SPX,P,12 18 2026,05204 510,365.437,313,04/01/2024"
6686,"2SPX,C,12 18 2026,05204 560,875.5678,313,04/01/2024"
6687,"2SPX,P,12 18 2026,05204 560,365.4507,313,04/01/2024"
6688,"2SPX,C,12 18 2026,05207 710,873.6348,105,04/01/2024"
6689,"2SPX,P,12 18 2026,05207 710,366.3166,105,04/01/2024"
6690,"2SPX,C,12 18 2026,05209 540,872.5124,105,04/01/2024"
6691,"2SPX,P,12 18 2026,05209 540,366.8202,105,04/01/2024"
6692,"2SPX,C,12 18 2026,05209 750,872.3837,146,04/01/2024"
6693,"2SPX,P,12 18 2026,05209 750,366.8781,146,04/01/2024"
6694,"2SPX,C,12 18 2026,05210 630,871.8445,209,04/01/2024"
6695,"2SPX,P,12 18 2026,05210 630,367.1209,209,04/01/2024"
6696,"2SPX,C,12 18 2026,05281 210,828.9867,206,04/01/2024"
6697,"2SPX,P,12 18 2026,05281 210,386.9763,206,04/01/2024"
6698,"2SPX,C,12 18 2026,05285 540,826.384,257,04/01/2024"
6699,"2SPX,P,12 18 2026,05285 540,388.221,257,04/01/2024"
6700,"2SPX,C,12 18 2026,05293 340,821.7033,62,04/01/2024"
6701,"2SPX,P,12 18 2026,05293 340,390.4709,62,04/01/2024"
6702,"2SPX,C,12 18 2026,05293 880,821.3796,165,04/01/2024"
6703,"2SPX,P,12 18 2026,05293 880,390.6271,165,04/01/2024"
6704,"2SPX,C,12 18 2026,05300 650,817.326,205,04/01/2024"
6705,"2SPX,P,12 18 2026,05300 650,392.5889,205,04/01/2024"
6706,"2SPX,C,12 18 2026,05301 960,816.5429,206,04/01/2024"
6707,"2SPX,P,12 18 2026,05301 960,392.9698,206,04/01/2024"
6708,"2SPX,C,12 18 2026,05313 670,809.5558,103,04/01/2024"
6709,"2SPX,P,12 18 2026,05313 670,396.3875,103,04/01/2024"
6710,"2SPX,C,12 18 2026,05324 320,803.221,204,04/01/2024"
6711,"2SPX,P,12 18 2026,05324 320,399.5157,204,04/01/2024"
6712,"2SPX,C,12 18 2026,05325 240,802.6747,204,04/01/2024"
6713,"2SPX,P,12 18 2026,05325 240,399.7868,204,04/01/2024"
6714,"2SPX,C,12 18 2026,05333 690,797.6635,41,04/01/2024"
6715,"2SPX,P,12 18 2026,05333 690,402.2838,41,04/01/2024"
6716,"2SPX,C,12 18 2026,05335 570,796.5501,20,04/01/2024"
6717,"2SPX,P,12 18 2026,05335 570,402.8408,20,04/01/2024"
6718,"2SPX,C,12 18 2026,05337 370,795.4847,204,04/01/2024"
6719,"2SPX,P,12 18 2026,05337 370,403.3748,204,04/01/2024"
6720,"2SPX,C,12 18 2026,05337 630,795.3308,818,04/01/2024"
6721,"2SPX,P,12 18 2026,05337 630,403.452,818,04/01/2024"
6722,"2SPX,C,12 18 2026,05338 620,794.7454,20,04/01/2024"
6723,"2SPX,P,12 18 2026,05338 620,403.7462,20,04/01/2024"
6724,"2SPX,C,12 18 2026,05348 550,788.88,72,04/01/2024"
6725,"2SPX,P,12 18 2026,05348 550,406.704,72,04/01/2024"
6726,"2SPX,C,12 18 2026,05350 790,787.5592,204,04/01/2024"
6727,"2SPX,P,12 18 2026,05350 790,407.3736,204,04/01/2024"
6728,"2SPX,C,12 18 2026,05359 940,782.173,204,04/01/2024"
6729,"2SPX,P,12 18 2026,05359 940,410.1175,204,04/01/2024"
6730,"2SPX,C,12 18 2026,05370 370,776.0508,102,04/01/2024"
6731,"2SPX,P,12 18 2026,05370 370,413.2628,102,04/01/2024"
6732,"2SPX,C,12 18 2026,05407 180,754.6052,202,04/01/2024"
6733,"2SPX,P,12 18 2026,05407 180,424.5244,202,04/01/2024"
6734,"2SPX,C,12 18 2026,05408 230,753.9979,101,04/01/2024"
6735,"2SPX,P,12 18 2026,05408 230,424.8501,101,04/01/2024"
6736,"2SPX,C,12 18 2026,05408 250,753.9864,707,04/01/2024"
6737,"2SPX,P,12 18 2026,05408 250,424.8563,707,04/01/2024"
6738,"2SPX,C,12 18 2026,05409 940,753.0099,202,04/01/2024"
6739,"2SPX,P,12 18 2026,05409 940,425.3815,202,04/01/2024"
6740,"2SPX,C,12 18 2026,05410 410,752.7384,202,04/01/2024"
6741,"2SPX,P,12 18 2026,05410 410,425.5277,202,04/01/2024"
6742,"2SPX,C,12 18 2026,05411 070,752.3575,404,04/01/2024"
6743,"2SPX,P,12 18 2026,05411 070,425.7332,404,04/01/2024"
6744,"2SPX,C,12 18 2026,05436 680,737.6264,80,04/01/2024"
6745,"2SPX,P,12 18 2026,05436 680,433.7577,80,04/01/2024"
6746,"2SPX,C,12 18 2026,05437 100,737.3859,40,04/01/2024"
6747,"2SPX,P,12 18 2026,05437 100,433.8903,40,04/01/2024"
6748,"2SPX,C,12 18 2026,05589 770,652.1087,79,04/01/2024"
6749,"2SPX,P,12 18 2026,05589 770,484.2668,79,04/01/2024"
6750,"2SPX,C,12 18 2026,05593 570,650.0423,196,04/01/2024"
6751,"2SPX,P,12 18 2026,05593 570,485.5769,196,04/01/2024"
6752,"2SPX,C,12 18 2026,05615 540,638.1962,29,04/01/2024"
6753,"2SPX,P,12 18 2026,05615 540,493.252,29,04/01/2024"
6754,"2SPX,C,12 18 2026,05615 600,638.1639,196,04/01/2024"
6755,"2SPX,P,12 18 2026,05615 600,493.2731,196,04/01/2024"
6756,"2SPX,C,12 18 2026,05616 620,637.617,176,04/01/2024"
6757,"2SPX,P,12 18 2026,05616 620,493.6324,176,04/01/2024"
6758,"2SPX,C,12 18 2026,05618 860,636.4169,195,04/01/2024"
6759,"2SPX,P,12 18 2026,05618 860,494.4228,195,04/01/2024"
6760,"2SPX,C,12 18 2026,05624 060,633.6345,195,04/01/2024"
6761,"2SPX,P,12 18 2026,05624 060,496.2607,195,04/01/2024"
6762,"2SPX,C,12 18 2026,05628 670,631.1721,98,04/01/2024"
6763,"2SPX,P,12 18 2026,05628 670,497.8945,98,04/01/2024"
6764,"2SPX,C,12 18 2026,05646 940,621.4537,78,04/01/2024"
6765,"2SPX,P,12 18 2026,05646 940,504.4098,78,04/01/2024"
6766,"2SPX,C,12 18 2026,05652 290,618.6201,292,04/01/2024"
6767,"2SPX,P,12 18 2026,05652 290,506.3299,292,04/01/2024"
6768,"2SPX,C,12 18 2026,05653 150,618.1651,293,04/01/2024"
6769,"2SPX,P,12 18 2026,05653 150,506.639,293,04/01/2024"
6770,"2SPX,C,12 18 2026,05657 370,615.9347,533,04/01/2024"
6771,"2SPX,P,12 18 2026,05657 370,508.1582,533,04/01/2024"
6772,"2SPX,C,12 18 2026,05671 310,608.5914,58,04/01/2024"
6773,"2SPX,P,12 18 2026,05671 310,513.2012,58,04/01/2024"
6774,"2SPX,C,12 18 2026,05694 840,596.2826,97,04/01/2024"
6775,"2SPX,P,12 18 2026,05694 840,521.7998,97,04/01/2024"
6776,"2SPX,C,12 18 2026,05694 930,596.2356,194,04/01/2024"
6777,"2SPX,P,12 18 2026,05694 930,521.8328,194,04/01/2024"
6778,"2SPX,C,12 18 2026,05695 300,596.0431,174,04/01/2024"
6779,"2SPX,P,12 18 2026,05695 300,521.9691,174,04/01/2024"
6780,"2SPX,C,12 18 2026,05712 050,587.4769,290,04/01/2024"
6781,"2SPX,P,12 18 2026,05712 050,528.286,290,04/01/2024"
6782,"2SPX,C,12 18 2026,05740 130,573.3278,432,04/01/2024"
6783,"2SPX,P,12 18 2026,05740 130,539.0871,432,04/01/2024"
6784,"2SPX,C,12 18 2026,05745 900,570.4403,76,04/01/2024"
6785,"2SPX,P,12 18 2026,05745 900,541.3265,76,04/01/2024"
6786,"2SPX,C,12 18 2026,05751 910,567.4398,191,04/01/2024"
6787,"2SPX,P,12 18 2026,05751 910,543.6662,191,04/01/2024"
6788,"2SPX,C,12 18 2026,05752 370,567.2107,240,04/01/2024"
6789,"2SPX,P,12 18 2026,05752 370,543.8457,240,04/01/2024"
6790,"2SPX,C,12 18 2026,05779 600,553.7122,267,04/01/2024"
6791,"2SPX,P,12 18 2026,05779 600,554.5423,267,04/01/2024"
6792,"2SPX,C,12 18 2026,05785 430,550.8421,381,04/01/2024"
6793,"2SPX,P,12 18 2026,05785 430,556.8523,381,04/01/2024"
6794,"2SPX,C,12 18 2026,06812 100,179.9014,116,04/01/2024"
6795,"2SPX,C,12 18 2026,07419 390,80.3342,88,04/01/2024"
6796,"2SPX,C,03 19 2027,03931 460,1803.559,166,04/01/2024"
6797,"2SPX,P,03 19 2027,03931 460,137.6704,166,04/01/2024"
6798,"2SPX,C,04 16 2027,02622 900,2864.358,180,04/01/2024"
6799,"2SPX,P,04 16 2027,02622 900,42.5342,180,04/01/2024"
6800,"2SPX,P,06 17 2027,04300 000,199.0835,65,04/01/2024"
6801,"2SPX,C,06 17 2027,04692 800,1296.621,44,04/01/2024"
6802,"2SPX,P,06 17 2027,04692 800,271.4161,44,04/01/2024"
6803,"2SPX,C,06 17 2027,04923 740,1146.494,42,04/01/2024"
6804,"2SPX,P,06 17 2027,04923 740,322.7228,42,04/01/2024"
6805,"2SPX,P,06 17 2027,05000 000,341.1199,50,04/01/2024"
6806,"2SPX,C,06 18 2027,04335 800,1541.496,174,04/01/2024"
6807,"2SPX,P,06 18 2027,04335 800,204.9027,174,04/01/2024"
6808,"2SPX,P,09 17 2027,03200 000,84.8178,175,04/01/2024"
6809,"2SPX,P,09 17 2027,03300 000,92.5,150,04/01/2024"
6810,"2SPX,P,09 17 2027,03350 000,96.6055,350,04/01/2024"
6811,"2SPX,P,09 17 2027,03400 000,100.845,150,04/01/2024"
6812,"2SPX,P,09 17 2027,04300 000,209.995,675,04/01/2024"
6813,"2SPX,P,09 17 2027,04500 000,245.3154,150,04/01/2024"
